Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
atharv,"government degree college, baramulla",science,4,gemini,2.4,doubt solving,5,1,yes,gemini,7,no,mobile,poor,133
atharv,"government degree college, baramulla",science,4,gemini,2.4,resume writing,5,1,yes,gemini,7,no,mobile,poor,133
om,lady hardinge medical college,medical,4,gemini,1.5,assignments,5,2,no,copilot,3,no,laptop,medium,134
om,lady hardinge medical college,medical,4,gemini,1.5,coding help,5,2,no,copilot,3,no,laptop,medium,134
anaya,"university institute of technology, university of burdwan",engineering,4,gemini,3.3,mcq practice,2,3,no,chatgpt,9,no,tablet,medium,135
anaya,"university institute of technology, university of burdwan",engineering,4,gemini,3.3,projects,2,3,no,chatgpt,9,no,tablet,medium,135
siya,dharmsinh desai university,pharmacy,3,chatgpt,2.3,exam prep,2,1,yes,copilot,9,yes,laptop,medium,136
siya,dharmsinh desai university,pharmacy,3,chatgpt,2.3,notes,2,1,yes,copilot,9,yes,laptop,medium,136
diya,"st. edmund's college, shillong",arts,3,copilot,1.1,exam prep,5,2,no,copilot,6,no,tablet,medium,137
diya,"st. edmund's college, shillong",arts,3,copilot,1.1,notes,5,2,no,copilot,6,no,tablet,medium,137
myra,"government college of arts science and commerce sanquelim, north goa",arts,3,copilot,1.6,content writing,2,-3,no,gemini,9,no,tablet,high,138
aadhya,government polytechnic,engineering,4,copilot,1.6,assignments,3,-3,no,gemini,1,yes,laptop,medium,139
aadhya,government polytechnic,engineering,4,copilot,1.6,coding help,3,-3,no,gemini,1,yes,laptop,medium,139
riya,goswami ganesh dutt sanatan dharama college,science,2,copilot,3.1,content writing,5,0,no,chatgpt,9,no,laptop,medium,140
pari,icfai business school,science,4,copilot,2.7,mcq practice,3,0,no,other,5,no,tablet,poor,141
pari,icfai business school,science,4,copilot,2.7,projects,3,0,no,other,5,no,tablet,poor,141
anika,pandit deendayal petroleum university [pdpu] / (energy,arts,3,"gemini, midjourney",1.9,mcq practice,5,-1,yes,gemini,3,yes,mobile,poor,142
anika,pandit deendayal petroleum university [pdpu] / (energy,arts,3,"gemini, midjourney",1.9,projects,5,-1,yes,gemini,3,yes,mobile,poor,142
ira,eastern institute for integrated learning in management,management,2,"chatgpt, copilot",2.3,exam prep,4,-3,no,copilot,5,no,mobile,poor,143
ira,eastern institute for integrated learning in management,management,2,"chatgpt, copilot",2.3,notes,4,-3,no,copilot,5,no,mobile,poor,143
meera,patna university,science,1,"chatgpt, gemini, copilot",2.8,doubt solving,2,0,yes,other,7,yes,tablet,high,144
meera,patna university,science,1,"chatgpt, gemini, copilot",2.8,resume writing,2,0,yes,other,7,yes,tablet,high,144
saanvi,"alagappa university, karaikudi",agriculture,4,"gemini, midjourney",2.5,content writing,4,-2,no,copilot,9,yes,mobile,poor,145
navya,"narayana medical college and hospital, nellore",medical,3,copilot,0.6,mcq practice,3,0,no,other,5,no,mobile,poor,146
navya,"narayana medical college and hospital, nellore",medical,3,copilot,0.6,projects,3,0,no,other,5,no,mobile,poor,146
aarohi,"ramakrishna mission vidyamandira, howrah",science,4,copilot,2.4,exam prep,4,3,yes,gemini,10,yes,laptop,high,147
aarohi,"ramakrishna mission vidyamandira, howrah",science,4,copilot,2.4,notes,4,3,yes,gemini,10,yes,laptop,high,147
prisha,kasturba medical college,medical,1,"chatgpt, copilot",2.7,doubt solving,3,3,no,other,3,yes,tablet,medium,148
prisha,kasturba medical college,medical,1,"chatgpt, copilot",2.7,resume writing,3,3,no,other,3,yes,tablet,medium,148
ishita,"sr university, warangal",commerce,3,gemini,0.7,mcq practice,3,-3,yes,other,5,no,mobile,high,149
ishita,"sr university, warangal",commerce,3,gemini,0.7,projects,3,-3,yes,other,5,no,mobile,high,149
rakhi,vinayaka missions sikkim university,science,1,copilot,4.2,mcq practice,2,0,yes,gemini,6,no,tablet,poor,150
rakhi,vinayaka missions sikkim university,science,1,copilot,4.2,projects,2,0,yes,gemini,6,no,tablet,poor,150
ramya,"vignan institute of technology and management, berhampur",engineering,1,gemini,3.6,assignments,5,1,yes,chatgpt,10,yes,laptop,high,151
ramya,"vignan institute of technology and management, berhampur",engineering,1,gemini,3.6,coding help,5,1,yes,chatgpt,10,yes,laptop,high,151
sneha,acharya nagarjuna university,agriculture,3,"gemini, midjourney",3.2,assignments,3,1,yes,other,1,yes,tablet,high,152
sneha,acharya nagarjuna university,agriculture,3,"gemini, midjourney",3.2,coding help,3,1,yes,other,1,yes,tablet,high,152
divya,indian institute of information technology,science,3,copilot,0.7,learning new topics,3,-1,no,gemini,3,no,tablet,high,153
neha,vellore institute of technology,commerce,2,copilot,4.5,doubt solving,3,-1,yes,other,6,yes,mobile,medium,154
neha,vellore institute of technology,commerce,2,copilot,4.5,resume writing,3,-1,yes,other,6,yes,mobile,medium,154
pooja,"maris stella college, vijayawada",agriculture,2,"gemini, midjourney",3.5,mcq practice,4,2,no,other,10,no,mobile,high,155
pooja,"maris stella college, vijayawada",agriculture,2,"gemini, midjourney",3.5,projects,4,2,no,other,10,no,mobile,high,155
kavya,punjab college of technical education,hotel-management,3,"gemini, midjourney",3.3,content writing,1,1,yes,copilot,10,yes,mobile,medium,156
aishwarya,dr dy patil college of agriculture business,agriculture,1,"chatgpt, gemini, copilot",3.1,mcq practice,5,-2,no,copilot,7,yes,laptop,poor,157
aishwarya,dr dy patil college of agriculture business,agriculture,1,"chatgpt, gemini, copilot",3.1,projects,5,-2,no,copilot,7,yes,laptop,poor,157
shreya,"ramthakur college, west tripura",commerce,3,"gemini, midjourney",2.9,exam prep,5,3,yes,gemini,2,no,mobile,poor,158
shreya,"ramthakur college, west tripura",commerce,3,"gemini, midjourney",2.9,notes,5,3,yes,gemini,2,no,mobile,poor,158
nandini,the neotia university,agriculture,1,gemini,1.8,assignments,4,3,no,chatgpt,2,yes,tablet,high,159
nandini,the neotia university,agriculture,1,gemini,1.8,coding help,4,3,no,chatgpt,2,yes,tablet,high,159
aarav,"little flower college guruvayoor, thrissur",law,1,"chatgpt, copilot",0.8,doubt solving,2,-2,yes,other,7,no,tablet,high,160
aarav,"little flower college guruvayoor, thrissur",law,1,"chatgpt, copilot",0.8,resume writing,2,-2,yes,other,7,no,tablet,high,160
vivaan,"late baliram kashyap memorial govt. medical college,",medical,4,gemini,0.6,mcq practice,2,-1,yes,gemini,7,yes,laptop,poor,161
vivaan,"late baliram kashyap memorial govt. medical college,",medical,4,gemini,0.6,projects,2,-1,yes,gemini,7,yes,laptop,poor,161
aditya,op jindal university,engineering,2,chatgpt,3.1,learning new topics,1,2,no,gemini,2,no,laptop,medium,162
vihaan,central india institute of management studies,hotel-management,3,"gemini, midjourney",3.8,assignments,5,3,no,copilot,2,no,tablet,poor,163
vihaan,central india institute of management studies,hotel-management,3,"gemini, midjourney",3.8,coding help,5,3,no,copilot,2,no,tablet,poor,163
arjun,krishna university,hotel-management,3,copilot,2.1,doubt solving,4,3,yes,gemini,4,no,laptop,medium,164
arjun,krishna university,hotel-management,3,copilot,2.1,resume writing,4,3,yes,gemini,4,no,laptop,medium,164
sai,nalanda open university,management,2,"chatgpt, copilot",4.2,learning new topics,1,-3,yes,chatgpt,2,yes,mobile,high,165
reyansh,rajiv gandhi university,engineering,3,chatgpt,0.6,mcq practice,2,3,no,gemini,2,no,mobile,poor,166
reyansh,rajiv gandhi university,engineering,3,chatgpt,0.6,projects,2,3,no,gemini,2,no,mobile,poor,166
ayaan,"dhenkanal autonomous college, dhenkanal",commerce,2,"chatgpt, gemini, copilot",1.4,exam prep,2,0,no,chatgpt,4,no,laptop,poor,167
ayaan,"dhenkanal autonomous college, dhenkanal",commerce,2,"chatgpt, gemini, copilot",1.4,notes,2,0,no,chatgpt,4,no,laptop,poor,167
krishna,rajiv gandhi university,commerce,4,copilot,4.4,exam prep,5,3,no,copilot,7,no,mobile,high,168
krishna,rajiv gandhi university,commerce,4,copilot,4.4,notes,5,3,no,copilot,7,no,mobile,high,168
ishaan,"singhania university, jhunjhunu",law,4,"chatgpt, copilot",4.4,mcq practice,2,-1,no,chatgpt,10,no,mobile,medium,169
ishaan,"singhania university, jhunjhunu",law,4,"chatgpt, copilot",4.4,projects,2,-1,no,chatgpt,10,no,mobile,medium,169
rudra,"a.j. college of science and technology thonnakkal,",hotel-management,4,"chatgpt, copilot",2.1,assignments,5,-1,no,other,10,yes,tablet,high,170
rudra,"a.j. college of science and technology thonnakkal,",hotel-management,4,"chatgpt, copilot",2.1,coding help,5,-1,no,other,10,yes,tablet,high,170
dhruv,alluri sitarama raju academy of medical sciences,medical,2,copilot,0.6,mcq practice,1,2,yes,copilot,1,no,tablet,high,171
dhruv,alluri sitarama raju academy of medical sciences,medical,2,copilot,0.6,projects,1,2,yes,copilot,1,no,tablet,high,171
kabir,"ahmedabad management association, ahmedabad",management,2,gemini,0.6,learning new topics,4,1,no,gemini,7,no,mobile,poor,172
atharv,"presidency college, bangalore",commerce,1,chatgpt,2.6,mcq practice,1,2,yes,chatgpt,1,yes,tablet,high,173
atharv,"presidency college, bangalore",commerce,1,chatgpt,2.6,projects,1,2,yes,chatgpt,1,yes,tablet,high,173
om,"institute of communication and information technology, kohima",engineering,3,"chatgpt, copilot",0.6,assignments,5,-3,no,other,2,no,tablet,high,174
om,"institute of communication and information technology, kohima",engineering,3,"chatgpt, copilot",0.6,coding help,5,-3,no,other,2,no,tablet,high,174
anaya,indian institute of technology,arts,2,"chatgpt, gemini, copilot",3.0,content writing,2,3,yes,gemini,8,yes,laptop,high,175
siya,army institute of technology,engineering,1,"chatgpt, gemini, copilot",1.3,mcq practice,3,-1,yes,other,10,no,laptop,poor,176
siya,army institute of technology,engineering,1,"chatgpt, gemini, copilot",1.3,projects,3,-1,yes,other,10,no,laptop,poor,176
diya,"durgapur institute of legal studies, bardhaman",law,4,"chatgpt, copilot",3.3,mcq practice,3,1,no,copilot,1,no,mobile,medium,177
diya,"durgapur institute of legal studies, bardhaman",law,4,"chatgpt, copilot",3.3,projects,3,1,no,copilot,1,no,mobile,medium,177
myra,virudhunagar hindu nadar's senthikumara nadar college,commerce,3,"gemini, midjourney",1.3,content writing,5,3,no,copilot,9,yes,laptop,poor,178
aadhya,rajagiri centre for business studies,management,1,gemini,0.9,doubt solving,4,2,no,copilot,9,no,tablet,medium,179
aadhya,rajagiri centre for business studies,management,1,gemini,0.9,resume writing,4,2,no,copilot,9,no,tablet,medium,179
riya,kasturba gandhi degree and pg college for,science,4,"chatgpt, copilot",2.7,doubt solving,3,-1,yes,other,6,yes,tablet,poor,180
riya,kasturba gandhi degree and pg college for,science,4,"chatgpt, copilot",2.7,resume writing,3,-1,yes,other,6,yes,tablet,poor,180
pari,kerala university,agriculture,4,copilot,3.5,assignments,4,-3,no,copilot,1,no,mobile,high,181
pari,kerala university,agriculture,4,copilot,3.5,coding help,4,-3,no,copilot,1,no,mobile,high,181
anika,"institute of apparel management, gurgaon",arts,3,"chatgpt, copilot",2.7,exam prep,5,3,no,copilot,4,no,mobile,medium,182
anika,"institute of apparel management, gurgaon",arts,3,"chatgpt, copilot",2.7,notes,5,3,no,copilot,4,no,mobile,medium,182
ira,"shri hk arts college, ahmedabad",arts,4,gemini,2.0,doubt solving,1,-2,yes,gemini,6,no,tablet,high,183
ira,"shri hk arts college, ahmedabad",arts,4,gemini,2.0,resume writing,1,-2,yes,gemini,6,no,tablet,high,183
meera,sunrise university,pharmacy,1,chatgpt,1.0,exam prep,4,1,no,chatgpt,8,yes,tablet,medium,184
meera,sunrise university,pharmacy,1,chatgpt,1.0,notes,4,1,no,chatgpt,8,yes,tablet,medium,184
saanvi,indira gandhi institute of medical sciences,medical,1,chatgpt,3.9,assignments,2,0,no,chatgpt,5,no,mobile,high,185
saanvi,indira gandhi institute of medical sciences,medical,1,chatgpt,3.9,coding help,2,0,no,chatgpt,5,no,mobile,high,185
navya,"kamadhenu college of arts & science, dharmapuri",arts,4,chatgpt,3.8,exam prep,4,0,yes,chatgpt,9,yes,laptop,poor,186
navya,"kamadhenu college of arts & science, dharmapuri",arts,4,chatgpt,3.8,notes,4,0,yes,chatgpt,9,yes,laptop,poor,186
aarohi,"amity university, jaipur",hotel-management,4,"gemini, midjourney",3.0,assignments,5,-3,no,other,1,no,laptop,poor,187
aarohi,"amity university, jaipur",hotel-management,4,"gemini, midjourney",3.0,coding help,5,-3,no,other,1,no,laptop,poor,187
prisha,atal bihari vajpayee hindi vishwavidyalaya,law,4,"chatgpt, copilot",4.1,doubt solving,5,-1,no,other,5,no,laptop,medium,188
prisha,atal bihari vajpayee hindi vishwavidyalaya,law,4,"chatgpt, copilot",4.1,resume writing,5,-1,no,other,5,no,laptop,medium,188
ishita,sam higginbottom university of agriculture technology and,commerce,2,"gemini, midjourney",3.9,assignments,4,2,no,gemini,8,yes,mobile,high,189
ishita,sam higginbottom university of agriculture technology and,commerce,2,"gemini, midjourney",3.9,coding help,4,2,no,gemini,8,yes,mobile,high,189
rakhi,"city college of commerce and business administration,",commerce,4,gemini,2.2,content writing,4,-1,yes,chatgpt,2,no,mobile,high,190
ramya,leo academy of hospitality and tourism management,hotel-management,2,gemini,3.2,learning new topics,1,-2,no,gemini,9,yes,tablet,high,191
sneha,"great eastern medical school and hospital, srikakulam",medical,4,copilot,0.7,doubt solving,5,-1,no,gemini,1,yes,mobile,poor,192
sneha,"great eastern medical school and hospital, srikakulam",medical,4,copilot,0.7,resume writing,5,-1,no,gemini,1,yes,mobile,poor,192
divya,maulana abul kalam azad university of technology,engineering,1,chatgpt,2.2,content writing,4,2,yes,gemini,2,no,mobile,high,193
neha,indian institute of technology,engineering,3,"chatgpt, copilot",3.8,exam prep,3,1,yes,gemini,7,no,laptop,high,194
neha,indian institute of technology,engineering,3,"chatgpt, copilot",3.8,notes,3,1,yes,gemini,7,no,laptop,high,194
pooja,"anand niketan college of agriculture, chandrapur",agriculture,3,gemini,4.0,content writing,2,-2,yes,gemini,10,yes,mobile,high,195
kavya,punjab engineering college university of technology,management,3,"gemini, midjourney",2.1,assignments,1,0,no,copilot,2,no,mobile,medium,196
kavya,punjab engineering college university of technology,management,3,"gemini, midjourney",2.1,coding help,1,0,no,copilot,2,no,mobile,medium,196
aishwarya,"sophia polytechnic, mumbai",hotel-management,4,chatgpt,1.2,learning new topics,3,-1,no,chatgpt,6,no,laptop,high,197
shreya,"amity university, raipur",commerce,3,copilot,3.6,content writing,1,0,no,other,4,yes,mobile,high,198
nandini,"tsr and tbk degree and pg college,",commerce,3,chatgpt,3.2,learning new topics,3,-2,yes,gemini,1,yes,mobile,medium,199
aarav,"university college of engineering and technology, vinoba",engineering,3,copilot,4.4,assignments,1,-2,yes,gemini,4,no,tablet,high,200
aarav,"university college of engineering and technology, vinoba",engineering,3,copilot,4.4,coding help,1,-2,yes,gemini,4,no,tablet,high,200
vivaan,swosti institute of management and social studies,hotel-management,1,"chatgpt, copilot",2.6,doubt solving,1,-2,yes,copilot,7,no,mobile,poor,201
vivaan,swosti institute of management and social studies,hotel-management,1,"chatgpt, copilot",2.6,resume writing,1,-2,yes,copilot,7,no,mobile,poor,201
aditya,"government law college, tiruchirappalli",law,4,copilot,4.5,exam prep,3,-1,yes,chatgpt,3,no,laptop,poor,202
aditya,"government law college, tiruchirappalli",law,4,copilot,4.5,notes,3,-1,yes,chatgpt,3,no,laptop,poor,202
vihaan,"dina institute of hotel management hadapsar, pune",hotel-management,1,gemini,3.4,assignments,5,-2,yes,copilot,8,yes,mobile,poor,203
vihaan,"dina institute of hotel management hadapsar, pune",hotel-management,1,gemini,3.4,coding help,5,-2,yes,copilot,8,yes,mobile,poor,203
arjun,st. joseph's institute of hotel management &,hotel-management,4,chatgpt,3.0,exam prep,2,-1,no,chatgpt,6,yes,tablet,medium,204
arjun,st. joseph's institute of hotel management &,hotel-management,4,chatgpt,3.0,notes,2,-1,no,chatgpt,6,yes,tablet,medium,204
sai,gupta college of technological sciences,pharmacy,1,"chatgpt, copilot",3.1,learning new topics,5,-3,yes,gemini,6,yes,mobile,poor,205
reyansh,"akal college of economics, commerce and management,",science,3,"chatgpt, copilot",3.6,exam prep,5,2,no,chatgpt,7,yes,laptop,poor,206
reyansh,"akal college of economics, commerce and management,",science,3,"chatgpt, copilot",3.6,notes,5,2,no,chatgpt,7,yes,laptop,poor,206
ayaan,bhargava degree college,science,3,chatgpt,4.1,doubt solving,4,-2,yes,other,3,yes,laptop,medium,207
ayaan,bhargava degree college,science,3,chatgpt,4.1,resume writing,4,-2,yes,other,3,yes,laptop,medium,207
krishna,don bosco college of engineering and technology,engineering,4,copilot,3.3,doubt solving,5,-2,yes,other,7,yes,tablet,medium,208
krishna,don bosco college of engineering and technology,engineering,4,copilot,3.3,resume writing,5,-2,yes,other,7,yes,tablet,medium,208
ishaan,apex professional university,hotel-management,2,gemini,0.9,doubt solving,4,-1,no,gemini,1,yes,mobile,high,209
ishaan,apex professional university,hotel-management,2,gemini,0.9,resume writing,4,-1,no,gemini,1,yes,mobile,high,209
rudra,"kle university, belgaum",medical,4,copilot,1.6,doubt solving,4,-2,no,gemini,5,no,laptop,medium,210
rudra,"kle university, belgaum",medical,4,copilot,1.6,resume writing,4,-2,no,gemini,5,no,laptop,medium,210
dhruv,"rayat bahra hoshiarpur campus, hoshiarpur",medical,2,chatgpt,3.7,content writing,5,3,yes,other,9,no,tablet,poor,211
kabir,"arcade business college, patna",management,1,"chatgpt, copilot",1.1,learning new topics,4,-1,no,other,6,yes,mobile,high,212
atharv,"kanak manjari institute of pharmaceutical sciences, rourkela",pharmacy,3,"chatgpt, gemini, copilot",3.0,exam prep,4,-2,no,chatgpt,3,yes,mobile,poor,213
atharv,"kanak manjari institute of pharmaceutical sciences, rourkela",pharmacy,3,"chatgpt, gemini, copilot",3.0,notes,4,-2,no,chatgpt,3,yes,mobile,poor,213
om,lm thapar school of management,science,2,copilot,2.0,doubt solving,5,-2,no,gemini,9,yes,tablet,high,214
